,Age,Gender,Height_CM,Weight_KG,Body_Fat,Diastolic,Systolic,Grip_Force,Sit_and_BendForward_CM,Sit_Up_Counts,Broad_Jump_CM,Performance
368,37,M,174.1,80.2,28.2,66,122,35.6,-7.7,40,193,Weak
369,29,M,178.8,72.9,13.7,62,128,51.1,8.1,51,243,Average
370,45,M,160.0,59.3,20.2,78,118,31.0,11.5,40,220,Good
371,22,F,159.1,51.3,29.1,73,111,21.3,7.9,24,154,Weak
372,47,M,174.3,78.1,22.8,83,142,46.7,16.8,52,231,Average
373,44,M,176.9,85.2,24.7,86,143,50.4,2.9,44,192,Weak
374,26,F,161.9,53.9,20.7,68,110,30.3,26.0,40,173,Strong
375,32,M,165.9,74.8,24.3,91,150,42.2,17.1,54,229,Strong
376,48,F,161.5,49.4,22.4,59,112,19.9,11.0,37,157,Average
377,56,M,162.3,56.68,15.9,91,141,34.5,9.0,23,138,Weak
378,26,M,180.6,73.4,17.5,99,152,41.0,11.2,44,236,Weak
379,22,M,177.1,71.4,18.1,79,138,51.0,11.6,57,158,Good
380,43,F,166.2,51.8,16.5,91,141,35.9,15.8,40,165,Good
381,37,F,170.0,63.0,25.9,58,112,33.4,20.4,35,190,Strong
382,33,F,162.7,53.9,33.4,73,133,27.6,30.4,42,175,Strong
383,48,M,168.6,71.0,22.0,98,147,49.7,7.0,39,225,Average
384,22,M,175.8,66.6,14.7,71,128,34.2,2.9,52,240,Weak
385,27,M,173.9,79.0,27.0,80,139,31.6,0.2,39,206,Weak
386,38,M,171.4,71.7,17.2,90,150,42.5,21.3,54,216,Strong
387,62,M,164.5,64.02,17.8,65,152,41.0,13.0,26,205,Good
388,31,M,176.5,69.3,12.7,64,106,46.6,10.6,58,253,Good
389,22,M,175.0,69.8,15.0,63,128,50.3,26.8,60,276,Strong
390,29,M,179.0,79.1,5.0,62,118,53.9,10.3,46,209,Good
391,22,M,170.0,73.6,23.9,65,102,36.5,7.0,57,217,Average
392,50,F,153.9,43.8,23.2,65,121,22.0,18.5,19,138,Good
393,32,M,176.3,71.8,21.2,72,126,45.3,15.4,45,209,Good
394,46,M,163.5,71.1,28.6,85,144,37.9,14.9,35,204,Weak
395,31,M,178.0,78.2,19.4,79,134,45.7,11.9,48,218,Good
396,22,M,179.6,70.0,13.1,74,127,49.7,16.7,51,248,Good
397,28,M,176.2,83.7,20.5,76,109,46.2,7.8,46,211,Average
398,31,M,173.7,83.8,29.6,99,128,39.3,27.5,60,204,Weak
399,59,M,165.7,57.6,13.6,60,124,33.0,13.5,41,186,Strong
400,34,F,162.1,79.3,43.5,96,155,24.6,20.1,13,135,Weak
401,37,M,170.8,60.5,11.5,79,117,42.8,14.1,35,233,Average
402,64,F,153.2,50.1,28.2,98,159,23.3,26.0,21,115,Good
403,63,F,147.4,52.1,31.1,77,142,20.0,20.2,23,87,Average
404,25,F,160.0,53.1,26.1,79,115,18.1,34.8,33,108,Average
405,57,F,159.2,68.6,32.1,91,154,30.2,20.6,0,133,Weak
406,41,M,177.1,74.9,17.0,73,118,47.8,17.8,50,240,Strong
407,27,M,179.5,87.0,19.5,85,139,46.3,7.1,57,212,Average
408,48,M,166.9,69.5,26.8,95,148,40.0,11.9,43,189,Good
409,26,F,157.6,50.1,23.9,63,111,24.2,22.0,52,160,Strong
410,30,M,179.5,90.8,18.3,79,130,56.9,21.3,51,230,Strong
411,34,M,175.0,71.0,19.7,87,157,45.9,20.5,57,233,Good
412,23,M,182.7,67.6,11.6,91,150,45.4,-11.0,39,234,Weak
413,30,M,185.0,77.9,21.0,89,141,42.8,15.6,44,195,Average
414,25,M,175.0,72.6,22.0,88,120,49.8,21.2,58,226,Good
415,25,M,174.3,79.68,20.5,84,142,54.7,28.5,38,217,Average
416,35,M,184.6,79.0,22.6,85,131,45.5,6.7,45,194,Average
417,54,F,162.4,56.2,23.7,96,145,28.0,16.6,19,143,Good
418,50,F,154.6,53.2,25.1,69,114,27.9,20.2,23,158,Good
419,21,M,175.1,103.6,39.1,89,147,28.8,-14.3,20,119,Weak
420,64,F,163.6,55.2,27.1,67,112,22.7,20.9,29,126,Strong
421,24,M,173.6,71.2,17.1,85,152,53.4,9.4,53,209,Average
422,39,F,167.8,65.7,30.1,85,127,35.9,23.8,43,174,Good
423,21,M,183.0,80.1,17.6,72,138,44.7,21.0,52,238,Average
424,27,M,165.8,73.8,29.1,84,143,35.3,6.0,39,197,Weak
425,36,M,166.7,74.1,20.3,85,152,46.3,22.9,59,243,Strong
426,23,F,162.7,63.9,36.7,77,134,30.5,27.3,30,169,Average
427,24,F,164.8,52.0,22.1,63,101,26.2,24.7,42,153,Good
428,62,F,162.4,68.1,25.3,80,120,29.4,12.5,18,140,Average
429,39,F,161.5,52.0,26.4,67,118,23.6,22.5,20,188,Average
430,62,F,155.0,50.7,31.1,90,141,23.0,28.3,11,150,Average
431,22,F,154.8,59.3,34.2,79,112,30.6,10.1,48,167,Average
432,64,F,158.0,62.3,32.8,94,148,22.4,21.2,7,121,Weak
433,22,M,172.1,80.2,23.0,80,131,49.6,5.9,61,168,Weak
434,22,M,172.9,76.3,20.7,89,139,56.4,13.9,49,212,Average
435,24,F,165.2,53.7,28.9,68,105,21.8,23.3,45,163,Average
436,43,M,171.3,65.76,22.9,73,115,31.7,13.4,50,198,Average
437,25,M,176.4,70.4,19.3,94,136,42.1,7.5,31,234,Weak
438,36,F,156.1,48.9,21.8,89,133,28.3,24.5,30,166,Average
439,49,M,181.9,73.4,16.4,74,133,40.7,-7.0,36,200,Weak
440,54,F,150.9,54.4,32.6,65,108,22.1,24.7,21,148,Good
441,56,M,173.7,76.3,20.3,77,140,45.5,16.5,38,215,Strong
442,24,M,179.3,86.4,22.57,71,155,44.9,16.1,49,232,Weak
443,46,M,176.1,69.2,11.3,81,151,48.1,16.3,42,238,Strong
444,24,F,160.0,51.8,32.8,80,130,23.0,10.2,24,120,Average
445,21,M,174.8,78.7,20.1,65,141,45.9,12.5,58,199,Average
446,21,F,160.8,48.9,27.3,68,113,26.5,17.0,47,193,Good
447,25,F,168.1,57.5,30.2,60,96,26.9,19.8,30,174,Good
448,21,M,169.5,61.6,12.4,78,136,27.2,19.3,64,200,Average
449,51,M,169.0,69.0,23.0,56,112,33.7,12.8,27,224,Average
450,21,M,175.8,66.26,9.9,85,133,42.2,14.6,42,182,Average
451,21,M,171.6,72.5,24.5,74,136,33.3,-3.0,33,203,Weak
452,44,F,157.6,46.8,22.9,77,141,28.4,15.6,15,149,Weak
453,62,F,153.3,54.9,30.4,83,157,21.3,25.0,19,121,Good
454,63,M,174.4,71.8,22.1,92,142,33.3,6.7,30,173,Average
455,38,F,163.1,61.0,26.5,77,123,32.4,21.8,37,170,Strong
456,38,F,166.2,60.4,23.2,63,125,22.7,26.6,28,151,Good
457,52,M,163.4,61.3,16.9,82,139,39.3,19.5,51,203,Strong
458,31,M,177.8,89.3,24.9,78,145,55.5,9.5,35,185,Average
459,54,F,157.1,66.2,39.9,79,136,27.2,17.4,27,126,Good
460,24,M,170.6,69.9,3.0,75,123,52.4,23.9,60,280,Strong
461,28,M,174.5,69.4,16.1,63,109,35.8,19.5,53,195,Weak
462,35,M,171.5,76.2,18.9,79,127,42.3,18.4,55,214,Average
463,25,M,171.4,69.4,15.7,87,141,41.2,19.0,45,232,Good
464,32,M,164.0,65.8,20.6,93,143,36.3,4.8,37,191,Average
465,27,F,160.4,55.68,24.3,60,124,29.0,24.5,64,173,Strong
466,63,M,166.8,58.4,20.7,77,122,33.0,10.4,30,181,Average
467,26,M,167.3,63.3,12.4,69,140,40.7,18.1,56,277,Good
468,28,M,167.8,65.5,17.5,88,149,53.6,16.2,40,220,Average
469,35,F,159.4,55.7,30.1,77,117,21.2,21.8,30,156,Average
470,56,M,171.4,75.0,23.5,80,154,44.9,18.7,36,180,Strong
471,24,F,166.6,66.0,30.2,53,128,31.3,22.0,40,165,Good
472,42,M,181.6,79.6,25.6,77,144,45.5,7.6,43,229,Average
473,27,M,180.0,92.6,29.2,91,151,38.5,3.2,40,207,Weak
474,46,M,172.5,78.7,22.0,99,139,52.3,9.1,38,218,Good
475,28,M,173.3,70.8,24.6,84,140,45.4,11.6,53,232,Average
476,48,M,175.3,96.7,30.7,94,153,30.7,-8.7,26,185,Weak
477,28,M,171.6,62.2,10.8,75,118,40.9,11.4,39,235,Average
478,37,M,169.3,73.84,27.7,83,149,38.9,15.6,45,183,Weak
479,35,M,168.1,67.1,17.7,81,125,40.4,14.5,44,228,Good
480,37,M,170.0,83.6,20.8,97,159,62.3,25.3,57,224,Good
481,28,F,167.0,60.5,19.5,72,127,25.2,20.8,47,210,Strong
482,30,M,171.5,70.7,22.2,82,119,45.5,16.1,66,228,Strong
483,50,M,167.8,76.1,24.8,82,122,43.9,13.9,50,193,Strong
484,22,F,167.4,66.2,34.0,62,110,28.5,11.2,38,0,Average
485,46,M,170.0,77.1,24.8,99,145,43.3,8.4,31,200,Average
486,31,F,165.1,55.1,25.7,79,114,23.7,0.0,27,136,Weak
487,54,F,164.6,67.1,29.9,85,135,30.9,23.6,37,168,Strong
488,36,F,155.4,49.9,24.17116,73,117,27.5,20.8,32,159,Strong
489,37,M,171.9,96.6,38.6,117,155,39.5,14.4,18,193,Weak
490,37,M,172.0,73.1,14.1,88,137,56.0,14.3,38,242,Average
491,21,M,183.5,88.7,27.0,82,134,49.5,-5.3,26,201,Weak
492,62,F,152.7,59.8,33.5,47,98,21.7,20.7,19,124,Weak
493,47,F,153.5,54.4,31.4,80,137,28.1,18.1,31,117,Average
494,24,F,160.4,58.7,29.1,77,115,29.6,22.1,54,187,Strong
495,26,M,174.8,81.8,22.7,79,130,47.1,23.2,48,238,Good
496,29,F,161.1,55.9,32.8,60,137,25.0,16.0,3,122,Weak
497,60,F,155.1,52.2,31.8,67,114,21.5,24.0,30,116,Good
498,45,M,174.5,87.7,31.9,99,146,48.9,3.3,35,182,Weak
499,61,F,164.7,82.3,43.7,85,145,23.5,15.2,0,51,Weak
500,63,M,163.9,57.6,20.0,78,148,40.9,15.9,33,182,Strong
501,22,F,152.9,45.0,20.8,72,107,24.9,22.4,46,182,Strong
502,21,M,185.9,69.5,11.9,61,109,38.8,13.4,54,208,Good
503,32,M,177.3,77.5,15.5,74,117,52.0,22.3,58,252,Strong
504,26,F,164.5,63.2,28.2,83,131,35.9,18.6,41,166,Strong
505,22,M,179.3,75.1,16.7,76,130,52.0,6.3,53,182,Average
506,28,F,159.5,48.8,24.3,77,141,23.6,24.0,43,173,Strong
507,28,F,160.6,53.3,22.4,89,141,26.4,19.0,52,157,Strong
508,30,F,167.2,61.0,34.3,69,97,29.0,20.5,41,170,Strong
509,26,F,159.3,49.0,20.9,77,135,21.3,21.1,54,171,Good
510,63,F,156.9,55.9,31.3,88,160,25.6,6.0,4,60,Weak
511,22,F,164.2,47.4,22.3,67,125,21.4,22.4,44,190,Good
512,23,M,173.0,66.8,12.0,54,115,41.0,18.5,63,262,Strong
513,42,M,172.2,70.9,20.5,81,142,39.3,17.5,44,216,Good
514,24,M,172.0,70.6,14.7,62,112,50.1,7.8,59,218,Average
515,33,M,186.8,117.5,28.3,78,133,64.9,19.3,49,213,Weak
516,34,M,170.6,71.7,9.7,69,115,50.5,25.4,65,268,Strong
517,24,F,168.2,54.0,15.9,66,102,24.1,27.5,39,159,Good
518,22,F,164.3,59.44,28.3,80,120,28.9,14.4,45,179,Average
519,33,F,154.0,54.7,33.9,78,123,22.5,18.3,28,136,Weak
520,60,M,165.5,74.2,35.2,95,158,31.9,7.4,27,146,Good
521,25,M,171.0,77.4,22.0,84,151,44.1,17.4,49,223,Good
522,27,M,182.0,80.8,24.1,78,141,40.5,-1.6,52,222,Weak
523,26,M,177.0,79.0,17.0,74,124,53.6,21.2,58,218,Good
524,56,F,159.5,50.0,28.5,90,122,24.7,25.7,25,139,Strong
525,63,M,159.3,64.6,24.9,75,139,34.7,8.1,23,181,Average
526,22,M,169.3,62.3,17.2,70,116,40.9,3.7,42,217,Weak
527,24,F,160.7,58.2,28.5,57,98,30.5,21.5,31,187,Good
528,38,M,173.5,77.7,24.7,96,151,46.9,13.1,39,215,Good
529,54,M,171.5,72.9,20.8,88,145,40.5,26.2,29,164,Average
530,25,M,182.0,93.5,22.1,94,145,53.1,21.2,47,192,Average
531,59,F,148.2,53.3,37.4,84,133,20.3,14.0,9,94,Weak
532,22,F,163.2,52.4,22.7,85,131,27.5,29.1,40,185,Strong
533,24,F,167.9,55.9,28.9,55,111,27.2,9.8,21,170,Weak
534,24,F,164.9,55.4,20.3,69,117,28.3,24.6,47,168,Strong
535,22,M,175.6,96.4,36.6,95,158,41.5,-0.4,34,159,Weak
536,55,F,161.0,61.9,35.6,92,160,25.1,16.3,13,110,Average
537,46,F,163.0,63.8,34.6,64,120,17.2,-4.0,0,110,Weak
538,22,F,168.6,71.0,33.9,77,128,27.0,30.6,30,212,Good
539,26,F,162.1,56.9,25.14121,73,119,33.0,24.2,37,147,Good
540,29,M,166.8,69.2,26.5,78,129,34.6,10.0,35,183,Weak
541,46,M,167.2,71.1,27.6,93,154,37.3,9.1,28,196,Weak
542,61,M,161.1,66.1,28.0,82,142,42.7,4.0,37,173,Weak
543,21,M,173.7,73.0,16.4,64,117,47.2,2.2,35,211,Weak
544,32,F,151.2,52.4,31.7,90,133,23.0,19.7,33,104,Strong
545,27,M,171.8,74.8,24.1,77,132,39.9,15.1,45,211,Good
546,22,M,179.4,70.5,17.8,72,113,41.1,22.2,51,222,Good
547,58,M,177.7,73.9,19.0,83,143,43.0,12.7,31,170,Good
548,26,M,172.3,65.9,14.4,73,121,43.1,11.7,50,237,Good
549,21,F,164.2,64.0,29.7,61,115,26.5,19.9,47,175,Strong
550,59,M,169.4,75.9,24.5,77,137,40.1,15.9,27,191,Average
551,24,F,173.3,65.3,33.6,77,118,26.5,8.4,13,131,Weak
552,45,M,168.0,62.0,12.2,87,133,37.8,20.2,54,211,Strong
553,22,M,179.4,78.6,16.5,86,155,56.2,18.2,56,245,Strong
554,35,M,191.6,125.7,35.2,85,156,58.0,9.2,52,228,Weak
555,28,M,169.1,64.0,22.6,94,144,33.0,12.0,49,200,Good
556,29,F,158.4,57.22,27.8,59,124,27.0,26.1,43,142,Good
557,60,M,169.7,73.9,28.1,80,130,41.2,11.1,35,165,Good
558,22,M,184.9,73.9,10.2,97,156,56.8,18.2,67,275,Strong
559,21,F,172.8,54.8,25.0,77,110,20.9,18.8,39,172,Average
560,37,M,173.4,70.0,22.5,97,137,46.1,6.8,39,228,Average
561,35,F,154.0,47.6,23.9,84,129,21.9,24.5,34,149,Strong
562,26,F,170.0,58.9,18.3,71,123,33.3,25.0,37,161,Strong
563,57,F,161.3,59.8,29.1,73,135,23.1,15.3,7,119,Weak
564,29,M,177.9,65.2,10.6,95,148,44.5,18.6,53,239,Good
565,35,M,181.5,98.5,22.8,80,122,61.4,18.0,56,205,Strong
566,38,M,167.7,67.9,15.6,76,139,39.0,20.9,57,225,Good
567,28,M,164.3,63.2,26.2,84,131,44.3,5.3,43,221,Weak
568,63,M,167.4,59.8,22.0,89,157,37.8,11.7,19,184,Average
569,47,M,167.8,68.8,14.8,76,142,52.2,22.4,60,230,Strong
570,57,M,168.2,74.5,20.2,96,158,46.8,5.8,35,197,Average
571,30,M,180.0,85.08,13.1,68,116,56.9,26.4,57,226,Strong
572,35,M,164.6,66.0,15.7,78,135,36.4,27.3,46,198,Good
573,24,M,165.7,63.5,20.0,83,121,36.4,19.1,36,273,Weak
574,28,F,158.6,45.8,24.2,76,118,20.0,18.3,29,158,Good
575,59,M,174.5,72.4,20.0,88,135,42.0,15.8,39,194,Good
576,42,M,172.1,65.74,22.3,77,130,36.3,3.7,26,214,Weak
577,45,M,164.7,56.1,14.1,88,136,41.0,14.5,48,216,Strong
578,51,F,163.3,55.0,25.6,78,140,27.6,16.4,25,126,Good
579,39,F,162.1,45.0,19.4,74,127,24.3,19.6,27,169,Good
580,40,M,169.5,75.6,28.1,75,134,47.0,19.1,28,209,Weak
581,25,F,163.5,56.18,28.2,67,100,24.9,12.8,27,161,Average
582,58,F,155.6,82.0,47.1,97,157,22.1,5.1,12,95,Weak
583,29,M,181.2,94.72,15.8,90,151,43.6,16.6,53,260,Strong
584,24,M,172.1,72.4,16.1,83,155,42.5,7.7,57,234,Weak
585,58,M,167.5,65.5,17.8,83,158,43.6,9.7,34,180,Good
586,38,F,156.3,44.9,24.3,55,107,23.9,-2.7,23,133,Weak
587,62,M,172.1,71.52,23.7,64,106,37.2,3.0,42,185,Average
588,35,F,156.4,48.5,18.2,77,129,29.7,28.6,38,168,Strong
589,31,F,159.3,47.9,19.2,96,125,27.4,25.4,57,211,Strong
590,51,M,163.5,53.8,17.3,76,124,35.7,16.3,44,193,Strong
591,24,M,174.9,75.1,18.2,79,122,39.7,15.0,44,200,Average
592,30,M,175.2,71.5,12.6,96,145,45.2,18.1,47,224,Strong
593,36,M,172.5,80.8,19.9,86,124,49.3,17.5,55,212,Good
594,36,F,158.5,53.56,19.5,74,122,27.1,19.1,43,185,Strong
595,26,F,160.0,62.4,31.3,69,118,32.5,21.9,42,177,Strong
596,39,M,175.5,88.1,31.0,97,159,50.1,27.3,37,194,Weak
597,28,M,169.1,70.8,28.0,74,125,38.3,12.3,38,205,Average
598,31,M,175.1,76.2,19.7,80,152,44.8,17.9,48,240,Strong
599,32,M,167.1,69.5,26.0,51,117,46.5,8.6,42,201,Average
600,21,F,153.9,58.8,32.3,72,141,28.7,19.2,45,167,Good
601,60,M,164.3,74.0,29.3,91,134,32.9,16.0,28,191,Good
602,23,M,172.8,76.4,18.4,75,125,34.6,14.5,58,226,Average
603,21,M,186.4,92.5,11.2,75,124,47.0,24.9,71,255,Average
604,45,F,164.0,51.7,24.5,66,113,19.0,-14.3,12,150,Weak
605,31,M,168.5,68.2,19.6,79,121,50.4,23.6,54,223,Strong
606,31,M,168.4,63.38,19.4,77,130,44.2,17.5,51,227,Strong
607,26,M,169.9,95.5,33.0,91,152,43.8,11.9,30,190,Weak
608,43,F,162.7,51.1,25.5,56,108,17.1,17.1,20,136,Average
609,28,F,168.6,60.2,24.5,77,131,30.0,18.9,32,159,Average
610,21,M,157.5,45.5,11.2,80,133,31.1,4.6,41,216,Weak
611,26,M,170.3,64.6,16.6,70,109,38.2,2.1,53,228,Weak
612,21,F,168.2,77.9,31.6,69,116,34.4,17.5,48,176,Average
613,21,M,169.3,71.1,21.2,85,128,50.1,17.1,58,234,Average
614,37,M,172.1,72.5,28.1,88,119,34.2,16.8,31,194,Weak
615,61,M,167.2,69.7,26.1,89,147,36.1,2.3,32,145,Average
616,29,F,160.7,49.24,22.0,84,119,29.2,19.4,44,197,Strong
617,59,F,163.3,62.54,34.8,81,151,24.2,22.5,34,135,Strong
618,21,M,173.0,70.3,11.2,76,138,43.0,15.4,54,260,Good
619,21,M,171.0,67.3,11.0,67,120,49.7,22.5,57,260,Strong
620,26,M,176.0,80.5,12.0,73,135,48.7,20.2,61,245,Strong
621,31,M,166.9,73.6,26.6,95,156,45.1,17.3,53,202,Strong
622,25,F,158.1,56.3,29.6,60,105,21.9,6.1,19,141,Weak
623,23,F,166.0,55.8,26.4,63,108,27.0,21.0,38,165,Good
624,36,M,170.4,66.0,17.1,95,136,40.8,19.7,55,239,Strong
625,25,F,163.8,54.2,35.8,72,107,26.6,19.3,35,156,Strong
626,44,M,185.6,87.1,19.5,99,159,51.6,14.2,41,225,Good
627,34,M,158.3,64.1,25.5,92,158,40.0,18.5,47,204,Weak
628,64,M,160.5,67.9,26.7,91,157,41.3,6.5,27,180,Weak
629,23,F,158.7,67.2,36.8,83,133,31.1,15.9,32,156,Good
630,42,F,165.4,65.9,15.7522,77,118,38.5,26.2,50,184,Strong
631,28,F,159.6,50.8,27.3,77,120,21.0,17.6,36,174,Good
632,22,M,176.5,69.88,17.0,79,159,43.2,16.9,50,220,Good
633,61,M,167.4,57.1,19.7,64,125,34.7,3.4,33,161,Average
634,22,M,166.0,76.1,19.1,77,140,37.1,17.8,61,226,Strong
635,32,M,163.5,70.4,25.6,86,132,34.8,15.7,46,196,Weak
636,56,F,158.6,59.74,27.1,80,120,23.2,22.0,20,156,Good
637,25,M,170.7,66.8,15.9,70,132,48.5,20.2,56,245,Strong
638,21,M,185.8,83.6,13.4,90,142,45.0,-6.2,59,232,Weak
639,23,F,152.7,48.08,27.0,66,126,29.3,21.0,41,182,Strong
640,28,F,153.6,54.7,39.0,74,117,22.5,16.0,38,137,Average
641,23,M,172.0,72.0,28.6,80,120,29.2,1.8,45,213,Weak
642,45,F,155.9,58.2,37.2,80,110,27.9,18.6,19,146,Average
643,60,M,172.5,73.9,21.2,76,137,40.0,13.5,36,189,Good
644,33,M,168.7,62.3,22.7,63,113,35.2,-6.9,28,195,Weak
645,53,M,170.4,68.8,23.4,96,146,41.6,13.2,47,218,Good
646,22,M,169.0,73.8,17.7,62,127,40.7,12.7,63,236,Average
647,45,M,167.4,82.9,33.4,87,145,39.3,2.8,17,185,Weak
648,31,M,185.3,93.14,19.0,89,149,44.3,14.5,51,230,Average
649,25,M,185.0,88.1,18.0,66,123,42.7,5.3,45,222,Average
650,39,M,169.9,62.7,19.9,67,130,39.0,24.8,57,192,Average
651,22,F,163.3,57.2,25.2,66,112,30.0,12.9,30,138,Average
652,26,M,181.9,87.3,24.8,68,125,47.7,5.8,49,193,Average
653,35,F,151.7,44.1,26.6,87,128,20.2,15.2,21,113,Average
654,28,M,180.1,75.4,18.5,65,135,51.8,9.0,58,220,Average
655,39,M,184.4,85.7,18.5,92,138,49.8,13.7,46,223,Weak
656,29,M,171.5,75.36,27.1,88,156,42.5,21.9,51,217,Weak
657,40,M,180.1,82.4,15.1,88,130,54.7,20.0,50,210,Strong
658,46,M,168.4,75.0,19.0,74,119,44.0,16.4,41,195,Good
659,29,F,159.6,61.9,38.3,79,113,24.0,20.3,27,146,Average
660,26,M,165.9,68.7,16.5,73,157,54.1,24.5,68,220,Strong
661,36,M,176.7,72.7,9.7,72,114,50.6,14.4,48,212,Strong
662,27,F,174.4,64.4,29.1,81,109,34.0,21.5,45,156,Strong
663,36,M,168.0,83.5,22.9,87,139,55.9,13.0,61,222,Good
664,24,F,161.7,50.0,24.8,75,122,18.2,15.5,20,114,Weak
665,26,F,163.5,52.0,19.3,68,119,27.9,25.5,40,184,Strong
666,23,F,175.1,70.8,34.2,93,136,31.3,24.4,40,179,Average
667,48,F,153.0,51.7,27.5,81,144,24.2,16.4,24,132,Average
668,56,M,162.7,74.8,31.3,79,140,36.6,3.9,24,160,Weak
669,23,M,179.0,78.6,17.5,60,139,38.8,16.5,64,263,Average
670,44,M,167.1,59.9,18.8,85,121,42.1,14.9,42,206,Good
671,21,F,163.3,45.3,17.0,70,110,21.8,1.2,18,140,Weak
672,42,M,174.7,76.2,20.5,77,113,43.4,23.4,34,239,Weak
673,52,F,159.0,59.5,30.0,99,157,24.5,23.0,32,160,Good
674,26,M,171.1,72.7,26.3,84,145,38.9,7.2,41,199,Average
675,29,M,184.3,89.5,17.8,77,127,54.7,21.7,54,234,Good
676,21,F,163.4,55.92,30.9,85,116,28.3,31.5,43,186,Strong
677,60,F,162.6,63.2,34.4,81,123,22.5,16.2,11,120,Average
678,25,F,163.5,54.5,25.0,79,112,26.1,25.4,41,175,Strong
679,23,M,162.6,63.8,17.9,69,130,39.1,5.2,45,191,Weak
680,24,F,163.7,61.0,38.3,89,122,17.6,7.9,0,113,Weak
681,53,M,180.8,78.0,25.9,81,140,39.1,0.1,22,187,Weak
682,51,F,159.6,79.9,43.8,87,138,19.6,11.1,14,160,Weak
683,37,F,163.9,67.0,30.0,54,106,27.9,6.0,24,180,Weak
684,37,F,155.0,71.1,24.6,75,123,26.3,6.7,22,144,Weak
685,37,M,172.6,78.26,30.7,120,158,40.1,6.6,28,199,Weak
686,23,M,175.2,70.8,15.5,66,114,44.4,11.0,44,196,Average
687,61,F,153.3,52.3,37.0,69,113,15.8,16.8,10,118,Average
688,50,M,167.8,69.6,24.2,97,166,41.7,14.8,58,212,Strong
689,38,F,170.6,62.8,32.8,81,129,19.2,19.1,21,172,Average
690,35,M,179.0,79.0,13.5,91,140,56.7,29.3,62,259,Strong
691,26,F,154.5,60.4,33.8,76,126,26.5,22.3,28,165,Good
692,25,M,172.5,62.4,6.3,76,118,41.8,18.7,53,241,Strong
693,62,M,176.5,70.9,19.1,76,129,31.9,3.6,28,151,Average
694,34,F,159.4,69.2,35.9,78,133,31.2,22.4,31,168,Good
695,32,F,153.6,49.4,31.9,66,115,19.6,24.8,33,135,Average
696,27,F,166.3,52.3,26.5,98,129,30.0,20.5,43,146,Good
697,33,M,169.3,71.1,20.0,79,136,45.8,17.2,52,223,Average
698,30,M,172.9,82.7,24.9,75,131,52.3,-7.5,28,203,Weak
699,56,M,168.9,72.28,21.6,98,146,38.5,16.8,36,182,Strong
700,29,M,187.0,85.3,14.6,95,151,54.5,17.0,59,234,Strong
701,36,M,167.9,65.5,18.7,68,150,47.2,21.7,57,247,Strong
702,47,F,158.2,55.9,27.14,96,141,26.8,6.3,19,129,Weak
703,64,F,153.3,66.3,38.5,83,151,28.1,21.3,29,118,Strong
704,55,M,172.9,67.5,18.7,70,113,42.4,8.0,32,183,Average
705,27,F,151.5,49.8,31.1,73,117,25.7,18.7,37,165,Strong
706,38,F,166.6,64.6,20.3,95,145,30.8,23.6,42,168,Strong
707,24,M,174.8,72.4,11.6,85,148,54.6,17.5,52,259,Good
708,41,F,165.2,67.5,30.4,72,123,27.4,19.9,35,177,Average
709,58,F,157.8,57.6,32.0,79,128,27.4,19.8,19,148,Good
710,28,M,178.0,82.2,29.3,80,123,32.5,23.6,36,214,Weak
711,23,F,163.1,55.2,32.3,70,95,25.1,12.8,23,133,Average
712,58,M,168.7,76.1,27.5,84,139,34.5,2.0,0,0,Weak
713,21,F,158.0,52.4,30.9,77,112,27.6,27.1,34,170,Average
714,34,M,171.1,68.4,18.5,66,106,39.0,18.7,52,232,Strong
715,50,M,177.8,86.3,26.3,85,136,54.1,11.3,27,205,Weak
716,62,F,149.1,60.0,37.1,82,139,22.5,17.4,20,119,Good
717,27,M,174.5,76.8,14.6,91,154,51.9,16.0,58,237,Strong
718,52,M,145.8,58.6,45.8,86,138,19.9,13.2,10,50,Weak
719,44,F,155.0,62.0,31.8,62,106,28.0,26.5,19,160,Weak
720,23,F,168.8,59.3,18.7,82,106,30.1,24.2,39,216,Strong
721,59,M,170.8,72.3,24.2,72,117,40.1,11.0,29,184,Good
722,24,M,181.4,86.8,19.3,72,138,51.8,18.0,46,242,Average
723,28,M,178.0,83.46,19.4,84,147,48.6,25.3,55,231,Strong
724,60,F,169.3,61.3,26.1,79,131,31.9,22.8,30,164,Strong
725,41,M,176.0,78.4,22.8,93,153,43.8,16.3,46,205,Good
726,60,M,164.7,55.8,17.7,83,147,27.2,14.1,27,165,Good
727,57,F,154.3,62.7,30.2,72,128,24.0,21.8,29,147,Good
728,23,F,165.9,55.5,26.9,70,121,19.6,18.7,48,155,Weak
729,33,M,172.7,66.1,18.3,70,107,42.4,18.0,51,221,Strong
730,37,F,167.8,70.0,35.6,85,120,26.1,-2.8,13,142,Weak
731,63,M,167.6,57.5,15.0,85,138,43.0,12.6,28,197,Good
732,26,M,172.1,73.0,17.8,79,141,52.9,11.6,47,214,Good
733,26,F,170.4,66.8,24.3,85,126,24.3,16.2,48,153,Average
734,63,F,150.2,51.9,37.4,77,142,19.8,18.8,19,123,Good
735,21,M,177.6,74.5,78.4,69,122,44.9,26.1,59,235,Strong
736,57,M,175.5,82.3,25.4,85,152,42.5,10.4,27,183,Weak
737,26,M,172.0,76.7,29.2,88,141,39.1,-25.0,22,197,Weak
